"V1","V2","V3","V4","V5"
"1",0.0589251330283432,0.0736721659179262,0.0846891227127708,0.0950782831179692,0.103329392787382
"2",0.0589206189659538,0.0737997148936569,0.0840007015245171,0.0948117202717819,0.102664023154177
"3",0.0591096697624518,0.0738380710401164,0.0834458010828379,0.0948055615919667,0.102256415092534
"4",0.0592875109376215,0.0739934054261971,0.0834501358538491,0.0963899005588938,0.104687247979912
"5",0.0590512018997593,0.0736519530039536,0.0835462297131554,0.0947402921561638,0.102317135879908
"6",0.0592931316827401,0.0739128774035719,0.0830149153456433,0.0948644459767259,0.102509466434611
"7",0.0590367735532775,0.0742994338437867,0.0842812219331013,0.0956985496545385,0.103319907856783
"8",0.0594644510802578,0.0738905349255603,0.0837391292122893,0.096573450947731,0.104451138351453
"9",0.059207645794118,0.073832091308361,0.0833842564242424,0.0947993060638591,0.10224389525654
"10",0.0590786262317467,0.0745137715561838,0.0845834487803444,0.0960790729361759,0.103658455561792
"11",0.0595930827333426,0.0743347102367919,0.0840165142292642,0.0963501014511096,0.104216793301168
"12",0.059288316443206,0.0739979834226517,0.0837032801600313,0.096412745427092,0.104533112350891
"13",0.0593905919840539,0.0739992723403304,0.0834466133872327,0.096329556786265,0.104945282967682
"14",0.0593918915464471,0.0739900595268979,0.083448493285545,0.0965663794572129,0.104650447073913
"15",0.0594261293292297,0.0741217933363642,0.0838358803536077,0.0965679208972202,0.10470586077969
"16",0.0594817792799179,0.0741419784615105,0.0838964994369291,0.0967280503238186,0.104861972980701
"17",0.0593777281883976,0.0739615779659286,0.0833817657556048,0.0964386002684864,0.104742649834981
"18",0.0593826025991901,0.074002590261859,0.0834484915043377,0.0965228835488747,0.104664397353831
"19",0.0594228422782628,0.0740980085616231,0.0837401873960945,0.0965849201616585,0.104876198018516
"20",0.0594719506384368,0.0740684138666668,0.0839082488072343,0.0967600130901355,0.10510870989311
